country_id,arrivals_in_numbers,014_in_percentage_,1524_in_percentage_,2534_in_percentage_,3544_in_percentage_,4554_in_percentage_,5564_in_percentage_,65_and_above_in_percentage_,average_duration_of_stay_in_days
34,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,134.01
43,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,134.01
53,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,134.01
71,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,134.01
76,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,134.01
80,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,134.01
3,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
8,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
26,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
34,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
43,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
53,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
71,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
76,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
80,4499,4.6,14.4,29.4,23.2,14.7,10.1,3.7,53.25
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,35.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,31.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,41.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,29.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,25.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,36.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,63.0
4,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
9,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
27,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
35,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
44,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
54,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
63,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
72,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
77,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
81,52174,7.5,8.6,22.2,23.2,18.1,13.5,6.9,49.0
55,36451,9.4,18.9,30.8,19.8,10.3,7.2,3.6,22.92
56,240554,6.2,9.6,19.5,27.0,21.0,12.2,4.6,25.45
57,6081,3.0,33.5,33.8,15.5,8.8,3.5,1.8,31.77
58,2369,5.3,11.3,27.7,28.2,15.1,8.1,4.3,65.0
59,26571,11.9,7.9,21.8,22.3,17.5,12.2,6.5,22.23
60,52544,3.0,22.9,31.5,19.6,12.7,7.3,3.0,24.39
61,8163,4.3,9.8,29.8,30.9,15.8,7.7,1.6,62.21
62,25989,3.2,7.7,21.5,22.6,25.0,15.3,4.8,21.58
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,35.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,31.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,41.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,29.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,25.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,36.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,63.0
4,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
9,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
27,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
35,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
44,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
54,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
63,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
72,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
77,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
81,398722,6.1,12.2,22.9,24.6,18.6,11.1,4.3,49.0
64,2105,5.8,9.2,27.6,26.8,20.2,6.8,3.6,31.23
65,6628,11.9,17.8,19.6,18.2,15.8,11.6,5.1,35.91
66,3013,3.4,12.6,33.2,22.2,15.2,9.9,3.6,60.72
67,6927,3.7,4.7,35.8,30.9,18.6,5.8,0.5,16.31
68,13407,13.0,9.9,10.2,17.9,30.2,14.6,4.2,31.61
69,4668,5.5,8.9,31.7,33.3,13.7,5.7,1.2,71.11
70,1104,2.4,8.2,41.0,28.3,14.1,5.0,0.9,22.89
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,64.0
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,46.57
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,26.48
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,25.16
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,42.93
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,27.15
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,102.51
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,134.01
3,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
8,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
26,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
34,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
43,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
53,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
71,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
76,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
80,622,2.3,13.0,35.7,24.8,10.9,9.2,4.2,53.25
4,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
9,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
27,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
35,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
44,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
54,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
63,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
72,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
77,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
81,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,35.0
4,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
9,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
27,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
35,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
44,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
54,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
63,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
72,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
77,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
81,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,49.0
4,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
9,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
27,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
35,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
44,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
54,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
63,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
72,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
77,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
81,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,31.0
4,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
9,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
27,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
35,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
44,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
54,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
63,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
72,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
77,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
81,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
4,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
9,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
27,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
35,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
44,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
54,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
63,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
72,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
77,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
81,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,41.0
4,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
9,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
27,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
35,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
44,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
54,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
63,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
72,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
77,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
81,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,29.0
4,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
9,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
27,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
35,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
44,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
54,38474,8.6,10.4,23.1,23.4,21.1,10.2,3.1,25.0
