location_id,place_name,category,google_rating,entry_fee
79,Shop at Mall road,Shopping & Markets,4.5,0
79,Naina Devi temple,Religious & Spiritual Pilgrimages,4.6,0
79,Pangot and Kilbury bird sanctuary,Natural Landscapes & Wildlife,4.2,0
79,Raj Bhawan Royal Palace,Cultural & Heritage Sites,4.6,450
79,Cheena peak,Adventure & Outdoor Activities,4.7,0
79,Nainital ropeway,Adventure & Outdoor Activities,4.7,54
80,Laxman Jhula,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.4,0
80,Triveni Ghat,Religious & Spiritual Pilgrimages,4.3,0
80,Vashishta Gufa,Religious & Spiritual Pilgrimages,4.2,0
80,Kunjapuri Devi Temple and camps,Religious & Spiritual Pilgrimages,4.9,0
80,Neer Garh waterfall,Natural Landscapes & Wildlife,4.4,0
80,Beatles Ashram,"Arts, Science & Literature Attractions",4.4,0
80,Giant swing or zip lining,Adventure & Outdoor Activities,4.8,1800
80,Camp on banks of Ganges,Adventure & Outdoor Activities,4.7,0
80,Ram Jhula,Religious & Spiritual Pilgrimages,4.6,0
80,Neelkantha Mahadeva Temple,Religious & Spiritual Pilgrimages,4.5,0
80,Bharat Mandir,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",3.8,0
80,Kunjapuri Devi,Religious & Spiritual Pilgrimages,5.0,0
80,Bhootnath Temple,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.5,0
80,Devprayag Sightseeing,Sightseeing & Exploration,4.1,0
81,dip in Bramhakund,Religious & Spiritual Pilgrimages,4.8,0
81,Ganga arti at Har-ki-Pauri ghat,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.6,0
81,Neel Dhara Pakshi Vihar,Natural Landscapes & Wildlife,4.0,0
81,Rajaji National Park,Natural Landscapes & Wildlife,4.3,150
81,Moti Bazar,Shopping & Markets,4.3,0
81,Jwalapur Bazar,Shopping & Markets,4.1,0
81,Bara Bazar,Shopping & Markets,4.5,0
81,Kankhal Bazar,Shopping & Markets,3.8,0
81,Har Ki Pauri,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.5,0
81,Tungnath Chandrashila trekk,Adventure & Outdoor Activities,4.2,250
81,Chandi Devi Temple,Religious & Spiritual Pilgrimages,4.4,0
82,Malsi Deer park,Natural Landscapes & Wildlife,4.3,20
82,Shiv Mandir,Religious & Spiritual Pilgrimages,4.5,0
82,Mindrolling monastery,Cultural & Heritage,4.3,0
82,Nag Tibba trek,Adventure & Outdoor,4.8,1299
82,Mall road,Shopping & Markets,4.7,0
82,Lakshman jhila bridge,Sightseeing & Exploration,4.0,0
82,Rajaji National Park,Natural Landscapes & Wildlife,4.6,0
82,Santala Devi temple,Religious & Spiritual Pilgrimages,3.8,0
82,Indira market,Shopping & Markets,4.7,0
82,Pacific mall,Shopping & Markets,4.9,0
82,Paltan Bazaar,Shopping & Markets,3.7,0
82,Lachhiwala nature park,Natural Landscapes & Wildlife,4.2,20
82,Fun n Food Kingdom,Adventure & Outdoor Activities,4.3,1000
82,Robber's Cave,Adventure & Outdoor Activities,4.5,25
83,Kempty Falls,Natural Landscapes & Wildlife,4.2,15
83,Camel's back road,Sightseeing & Exploration,4.6,0
83,Jabarkhet nature reserve,Natural Landscapes & Wildlife,4.3,0
83,Bhadraj Temple trek,Religious & Spiritual Pilgrimages,4.7,0
83,Har ki dun trek,Adventure & Outdoor Activities,4.1,500
83,Dodital trek,Adventure & Outdoor Activities,4.2,12500
83,Walking towards the Happy Valley from Library Head,Sightseeing & Exploration,5.0,0
83,"Skywalk ,zipswings in Mussoorie",Adventure & Outdoor Activities,4.9,0
83,Disco Skating Rink,Adventure & Outdoor Activities,3.6,50
83,Library Bazaar,Shopping & Markets,3.9,0
83,Kulri Bazaar,Shopping & Markets,3.8,0
83,Mall road,Shopping & Markets,4.7,0
83,Mussoorie lake,Natural Landscapes & Wildlife,4.8,0
83,Classic Emporium,"Shopping & Markets, Arts, Science & Literature Attractions",4.6,100
84,Auli Gorson Trek,Adventure & Outdoor Activities,4.4,0
84,Nanda Devi Biosphere Reserve,Natural Landscapes & Wildlife,4.4,50
84,Chattrakund Lake,Natural Landscapes & Wildlife,4.3,0
84,Trishul Peak,Natural Landscapes & Wildlife,4.4,0
84,Joshimath Market,Shopping & Markets,3.8,0
84,Auli Ski Resort,Adventure & Outdoor Activities,4.5,0
85,Bhalu dam,Natural Landscapes & Wildlife,4.3,0
85,Jhula Devi temple,Religious & Spiritual Pilgrimages,4.2,0
85,Chaubatia Gardens,Sightseeing & Exploration,4.0,50
85,Joshimath Market,Shopping & Markets,4.8,0
85,Sadar bazaar,Shopping & Markets,4.4,0
85,Binsar Mahadev Mandir,Religious & Spiritual Pilgrimages,4.0,0
85,Rani Jheel,Natural Landscapes & Wildlife,3.8,0
86,Gangotri Temple,Religious & Spiritual Pilgrimages,4.8,0
86,Yamunotri,Religious & Spiritual Pilgrimages,4.2,0
86,Kedar Tal,Adventure & Outdoor Activities,4.6,0
86,Harsil,Natural Landscapes & Wildlife,4.2,0
86,Jalmanga Shivling,Religious & Spiritual Pilgrimages,4.7,0
86,Vishwanath temple,Religious & Spiritual Pilgrimages,4.7,0
86,Gaumukh glacier,Natural Landscapes & Wildlife,4.6,0
86,Nachiketa lake,Natural Landscapes & Wildlife,4.4,0
86,Nehru Institute of Mountaineering,Adventure & Outdoor Activities,4.7,70
86,Dayara Bugyal trekking and camping,Adventure & Outdoor Activities,4.8,0
86,Shakti temple,Religious & Spiritual Pilgrimages,5.0,0
86,Dodital lake,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.6,0
86,Maneri dam,Sightseeing & Exploration,4.8,0
87,Taj Mahal,Cultural & Heritage Sites,4.4,50
87,Agra fort,Cultural & Heritage Sites,4.3,50
87,Fatehpur Sikri,Cultural & Heritage Sites,4.6,0
87,Jahangir Mahal,Cultural & Heritage Sites,4.5,50
87,Jama Masjid,Religious & Spiritual Pilgrimages,4.8,0
87,Humayun's Mosque,Religious & Spiritual Pilgrimages,4.8,0
87,Kinari bazar,Shopping & Markets,4.4,0
87,Sadar bazaar,Shopping & Markets,4.7,0
87,Shah market,Shopping & Markets,4.6,0
87,TDI mall,Shopping & Markets,4.5,0
87,Subhash bazzar,Shopping & Markets,4.8,0
87,Sheesh Mahal,Cultural & Heritage Sites,4.0,10
88,Kashi Vishwanath Temple,Religious & Spiritual Pilgrimages,4.7,0
88,Ramnagar Fort,Cultural & Heritage Sites,4.1,25
88,Dashashwamedh Ghat,Religious & Spiritual Pilgrimages,4.4,0
88,Sunset Boat Ride on the Ganges,Sightseeing & Exploration,4.2,0
88,Sarnath pilgrim spot,Religious & Spiritual Pilgrimages,4.0,0
88,Puran Das Road,Sightseeing & Exploration,4.6,0
88,Gol Ganj,Cultural & Heritage Sites,4.3,0
88,Mandir Gali,Cultural & Heritage Sites,4.4,0
88,Assi Ghat,Religious & Spiritual Pilgrimages,4.3,0
88,Godowlia market,Shopping & Markets,4.5,0
88,The Banarasi Silk Emporium,Shopping & Markets,4.7,0
89,Bara Imambara,Cultural & Heritage Sites,4.4,50
89,Chhota Imambara,Cultural & Heritage Sites,4.8,30
89,Hazratganj market,Shopping & Markets,4.9,0
89,British Residency,Cultural & Heritage Sites,4.5,0
89,Marine Drive,Sightseeing & Exploration,4.3,0
89,Chowk market,Shopping & Markets,4.3,0
89,Phoenix United mall,Shopping & Markets,4.3,0
90,Kusum Sarovar,Natural Landscapes & Wildlife,4.4,0
90,Govardhan hills trekking,Adventure & Outdoor Activities,4.7,0
90,"Dwarkadhish Temple,","Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0
90,Vishram ghat,"Religious & Spiritual Pilgrimages, Natural Landscapes & Wildlife",4.3,0
90,Tilak Dwar market,Shopping & Markets,4.5,0
90,Krishna Nagar market,Shopping & Markets,4.3,0
90,Krishna Janmabhoomi temple,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.7,0
91,Sita ki rasoi,Religious & Spiritual Pilgrimages,4.0,300
91,Treta-ke-Thakur,Religious & Spiritual Pilgrimages,4.6,80
91,Gulab bari,Natural Landscapes & Wildlife,4.3,0
91,Kanak Bhawan,Religious & Spiritual Pilgrimages,4.5,0
91,Nageshwarnath Temple,Religious & Spiritual Pilgrimages,4.7,0
91,Hanuman Garhi,Religious & Spiritual Pilgrimages,4.5,0
91,Ram Janmabhoomi,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0
92,Govind Devji Temple,Religious & Spiritual Pilgrimages,4.9,0
92,Nidhivan,Natural Landscapes & Wildlife,4.7,0
92,Prem Mandir,Religious & Spiritual Pilgrimages,4.6,0
92,ISKCON temple.,Religious & Spiritual Pilgrimages,4.3,0
92,Banke Bihari Temple,Religious & Spiritual Pilgrimages,4.8,0
93,Triveni Sangam,"Natural Landscapes & Wildlife, Religious & Spiritual Pilgrimages",4.5,0
93,Khusro Bagh,Natural Landscapes & Wildlife,4.6,0
93,Anand Bhawan,"Arts, Science & Literature Attractions",4.6,0
93,Allahabad museum,"Arts, Science & Literature Attractions",4.4,10
93,Allahabad Fort,Cultural & Heritage Sites,4.7,0
93,Allahabad Pillar,Cultural & Heritage Sites,4.7,0
93,New Yamuna Bridge,Sightseeing & Exploration,3.6,0
93,All Saints Cathedral,Religious & Spiritual Pilgrimages,4.0,0
93,Katra Shopping area,Shopping & Markets,4.6,0
93,Chowk market,Shopping & Markets,4.2,0
93,Civil Lines shopping area,Shopping & Markets,4.2,0
93,Ganga Ghat and baandh wale Hanuman ji,Religious & Spiritual Pilgrimages,4.3,0
94,Brahmaputra Market,Shopping & Markets,4.7,0
94,Grand Venice Mall,Shopping & Markets,4.8,0
94,Stupa 18 Art Gallery,"Arts, Science & Literature Attractions",4.6,25
94,Botanical Gardens of Noida,Natural Landscapes & Wildlife,4.2,50
94,DLF Mall of India,Shopping & Markets,4.8,0
94,Rashtriya Dalit Prerna Sthal and Green Garden,Cultural & Heritage Sites,4.2,0
94,Snow World,Adventure & Outdoor Activities,4.4,600
94,KidZania,Adventure & Outdoor Activities,4.6,700
94,ISKON temple,Religious & Spiritual Pilgrimages,4.5,0
94,Okhla Bird Sanctuary,Natural Landscapes & Wildlife,4.3,30
95,Aligarh Fort,Cultural & Heritage Sites,4.1,20
95,Aligarh's clock tower,Cultural & Heritage Sites,4.2,0
95,Chacha Nehru Gyan Pushp museum,Cultural & Heritage Sites,3.6,50
95,Rajmangal Publishers,"Arts, Science & Literature Attractions",4.6,0
95,Maulana Azad Library,"Cultural & Heritage Sites, Arts, Science & Literature Attractions",4.7,0
95,Jama Masjid,Religious & Spiritual Pilgrimages,3.8,0
95,Khereshwar Temple,Religious & Spiritual Pilgrimages,4.7,0
95,Naqvi Park,Natural Landscapes & Wildlife,4.5,0
95,Sky High sky-diving drop zone,Adventure & Outdoor Activities,4.4,0
96,Augarnath Temple,Religious & Spiritual Pilgrimages,4.8,0
96,Hastinapur,"Sightseeing & Exploration, Cultural & Heritage Sites",4.5,0
96,Digambar Jain Temple,Religious & Spiritual Pilgrimages,4.4,0
96,Gandhi Bagh,Sightseeing & Exploration,4.3,20
96,Mustafa Castle,Cultural & Heritage Sites,4.7,80
96,Saint John's Church,Religious & Spiritual Pilgrimages,4.7,0
96,Abu Lane market,Shopping & Markets,4.4,0
96,Sadar market,Shopping & Markets,3.6,0
96,The Shopprix mall,Shopping & Markets,3.8,0
96,Shapir ki Dargah,Religious & Spiritual Pilgrimages,4.0,0
96,Suraj Kund Temple,Religious & Spiritual Pilgrimages,4.8,0
97,Allen Forest Zoo,Natural Landscapes & Wildlife,4.7,0
97,Ram Janki Mandir,Religious & Spiritual Pilgrimages,4.7,0
97,Sisamau Bazaar,Shopping & Markets,4.7,0
97,Kanpur Sangrahalaya museum,"Arts, Science & Literature Attractions",4.6,5
97,Becon Ganj,Shopping & Markets,4.4,0
97,ISKON temple,Religious & Spiritual Pilgrimages,4.4,0
97,Jain Glass Temple,Religious & Spiritual Pilgrimages,4.8,0
97,Valmiki Ashram temple,Religious & Spiritual Pilgrimages,4.6,0
97,PPN market,Shopping & Markets,4.8,0
97,Moti Mall,Shopping & Markets,4.3,0
97,sweets at Civil Lines,Shopping & Markets,4.2,0
97,Z-Square mall,Shopping & Markets,4.4,0
98,Dal Lake,Natural Landscapes & Wildlife,4.6,0
98,Shankaracharya Temple,Religious & Spiritual Pilgrimages,4.8,0
98,Shopping at Lal Chowk,Shopping & Markets,4.4,0
98,Shopping at Badshah Chowk,Shopping & Markets,4.4,0
98,Indira Gandhi Memorial Tulip Garden,Natural Landscapes & Wildlife,4.7,0
98,Manasabal Lake,Natural Landscapes & Wildlife,4.7,0
98,Hazratbal Mosque,Religious & Spiritual Pilgrimages,4.4,0
98,"Rafting , Gondola ride at Sonmarg",Adventure & Outdoor Activities,4.8,0
98,Skiing in Gulmarg,Adventure & Outdoor Activities,4.5,370
98,Chashme Shahi Garden,Natural Landscapes & Wildlife,4.0,0
98,Shalimar Bagh,Natural Landscapes & Wildlife,4.0,0
98,Dachigam National Park,Natural Landscapes & Wildlife,3.8,250
98,Betaab Valley,Natural Landscapes & Wildlife,3.8,0
98,Aru Valley � For daring expeditions,Adventure & Outdoor Activities,3.7,0
98,Sinthan top,Natural Landscapes & Wildlife,4.7,0
98,Pari mahal,Natural Landscapes & Wildlife,4.8,40
98,Doodh Pathri,Natural Landscapes & Wildlife,4.5,0
98,Jamia Masjid Mosque,Religious & Spiritual Pilgrimages,4.4,0
98,Chandanwari,Adventure & Outdoor Activities,4.2,0
99,Vaishno Devi,Religious & Spiritual Pilgrimages,4.7,0
100,Pangong Tso,Natural Landscapes & Wildlife,4.9,20
100,Hemis National Park,Natural Landscapes & Wildlife,4.5,0
100,Hunder � Try Bactrian Camel Safari,Adventure & Outdoor Activities,4.7,0
100,Khardungla Pass � Visit Highest Cafeteria In The World,Adventure & Outdoor Activities,4.7,0
100,Zanskar Valley Tour,Natural Landscapes & Wildlife,4.0,0
100,Spituk Gompa Trek,Religious & Spiritual Pilgrimages,4.0,0
100,Lamayuru � For Stargazing,Sightseeing & Exploration,4.0,0
100,Chadar Trek,Adventure & Outdoor Activities,3.5,0
100,Drang Drung Glacier,Natural Landscapes & Wildlife,3.8,0
100,Main Bazaar,Shopping & Markets,4.7,0
100,Shanti Stupa,Religious & Spiritual Pilgrimages,4.7,0
100,Main Bazaar,Shopping & Markets,4.6,0
100,Zorawar Fort,Cultural & Heritage Sites,4.6,225
100,Changthang Wildlife Sanctuary,Natural Landscapes & Wildlife,4.0,20
100,Hall Of Fame,"Arts, Science & Literature Attractions",4.8,0
100,Stok Palace Museum,"Arts, Science & Literature Attractions",4.7,50
100,Nubra Valley,Natural Landscapes & Wildlife,4.0,0
100,Tso Moriri lake,Natural Landscapes & Wildlife,4.0,0
100,Magnetic hill,Natural Landscapes & Wildlife,4.2,0
100,Chemrey Monastery,Religious & Spiritual Pilgrimages,4.3,0
100,Namgyal Tsemo Monastery,Religious & Spiritual Pilgrimages,4.7,0
100,Thiksey Monastery,Religious & Spiritual Pilgrimages,4.7,20
101,Drass Valley,Natural Landscapes & Wildlife,4.9,0
101,Kargil War Memorial,Cultural & Heritage Sites,4.8,0
102,Yarab Tso,Natural Landscapes & Wildlife,4.5,0
102,Panamik village,Sightseeing & Exploration,4.6,0
102,Samstanling Monastery,Religious & Spiritual Pilgrimages,4.9,0
102,Diskit Monastery,Religious & Spiritual Pilgrimages,4.7,20
103,Tiger Hill,Natural Landscapes & Wildlife,4.5,0
103,Darjeeling Toy Train,"Adventure & Outdoor Activities,Sightseeing & Exploration",4.8,360
103,Darjeeling Ropeway,"Adventure & Outdoor Activities,Sightseeing & Exploration",5.0,175
103,Chowk Bazaar,Shopping & Markets,4.8,0
103,"Himalayan Mountaineering Institute(Museum, Library, Souvenir shop)","Arts, Science & Literature Attractions",4.9,1650
103,Darjeeling Rock garden,Natural Landscapes & Wildlife,5.0,10
103,"Singalila National Park(camping, bird watching)",Natural Landscapes & Wildlife,4.7,0
103,Kanchenjunga peak,Natural Landscapes & Wildlife,4.9,20
103,Sandakphu trek,Adventure & Outdoor Activities,4.4,500
103,Teesta river(rafting),"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",5.0,500
103,Happy valley tea estate,Sightseeing & Exploration,4.9,100
103,Lamhatta Eco Park,Natural Landscapes & Wildlife,4.7,0
103,Lepchajagat village,Sightseeing & Exploration,4.2,0
103,Mahakal temple,Religious & Spiritual Pilgrimages,4.8,0
103,Everest museum,"Arts, Science & Literature Attractions",4.9,0
103,Ring Mall,Shopping & Markets,4.5,0
103,Padmaja Naidu zoological park,Natural Landscapes & Wildlife,4.5,110
103,Nightingale park,Sightseeing & Exploration,4.9,20
103,Dali Monastery,Religious & Spiritual Pilgrimages,4.3,0
103,Ghoom monastery market,Shopping & Markets,4.4,0
103,Teesta bazaar,Shopping & Markets,4.4,0
103,Mall road,Shopping & Markets,4.9,0
104,Jaldapara National Park,Natural Landscapes & Wildlife,4.4,250
104,Salugara monastery,Religious & Spiritual Pilgrimages,4.6,0
104,ISKON temple,Religious & Spiritual Pilgrimages,4.4,0
104,Mahananda Wildlife Sanctuary,Natural Landscapes & Wildlife,4.4,500
104,Hong Kong market,Shopping & Markets,4.4,0
104,North Bengal Science centre,"Arts, Science & Literature Attractions",4.3,50
104,Sepoy Dhura Tea garden,Sightseeing & Exploration,4.2,25
105,Sundarbans National Park,Natural Landscapes & Wildlife,4.4,60
105,Burirdabri Forest camp,Adventure & Outdoor Activities,3.4,600
105,Sajnekhali Wildlife Sanctuary,Natural Landscapes & Wildlife,4.4,550
105,Kotka beach,Natural Landscapes & Wildlife,4.4,0
105,Hiron point,Natural Landscapes & Wildlife,4.2,0
105,Dublar Char island,Natural Landscapes & Wildlife,4.4,0
105,Bhagatpur crocodile project,Natural Landscapes & Wildlife,4.4,50
106,Katra Masjid,Cultural & Heritage Sites,4.5,0
106,Hazarduari Palace,Cultural & Heritage Sites,4.4,5
106,Jahan Kosha cannon,Cultural & Heritage Sites,4.5,0
106,Murshidabad District museum,Cultural & Heritage Sites,4.4,0
107,Jagannath Temple,Religious & Spiritual Pilgrimages,4.7,0
107,Puri beach,Natural Landscapes & Wildlife,4.6,0
107,Raghurajpur Artist village,"Arts, Science & Literature Attractions",4.4,0
107,Chilika lake,Natural Landscapes & Wildlife,4.4,0
108,Konark Sun Temple,Religious & Spiritual Pilgrimages,3.9,40
108,Chandrabhaga beach,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,0
108,Lingaraj Temple,"Cultural & Heritage Sites, Religious & Spiritual Pilgrimages",4.9,0
108,ASI Museum,"Arts, Science & Literature Attractions",4.9,850
108,Ramchandi beach and water sports,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.2,0
109,Jagannath Temple,Religious & Spiritual Pilgrimages,3.9,0
109,Indira Gandhi Park,Sightseeing & Exploration,4.0,0
109,Pitamahal dam,Natural Landscapes & Wildlife,3.6,0
109,VIP market,Shopping & Markets,4.0,0
109,Hanuman Vatika garden,Sightseeing & Exploration,4.9,0
109,Khandadhar Waterfall,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.5,0
110,Odisha State Maritime museum,"Arts, Science & Literature Attractions",4.2,0
110,Bhitarkanika Wildlife Sanctuary,Natural Landscapes & Wildlife,4.6,20
110,State Botanical garden,Natural Landscapes & Wildlife,4.2,50
110,Deer Park,Natural Landscapes & Wildlife,4.9,25
110,Netaji museum,"Arts, Science & Literature Attractions",4.8,0
110,Dhabaleshwar Island,Sightseeing & Exploration,4.5,0
110,Barabati Fort,Cultural & Heritage Sites,4.5,0
111,Hirakud Dam,Natural Landscapes & Wildlife,4.5,0
111,Debrigarh Wildlife Sanctuary,Natural Landscapes & Wildlife,4.8,40
111,Ghanteswari temple,Religious & Spiritual Pilgrimages,4.0,0
111,Gudguda waterfall,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.7,0
112,Khasada waterfall,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.4,0
112,Aryapalli beach,Natural Landscapes & Wildlife,4.9,0
112,Bada bazaar,Shopping & Markets,4.1,0
112,Sana bazaar,Shopping & Markets,3.9,0
112,Gopalpur Beach,Natural Landscapes & Wildlife,4.0,0
112,Tara Tarini Temple,Religious & Spiritual Pilgrimages,4.6,0
113,Hadargarh reservoir,Natural Landscapes & Wildlife,3.9,10
113,Gundichaghagi waterfall,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.3,0
113,Sitabinji Fresco painting and rock inscription,Cultural & Heritage Sites,4.9,0
113,Sanaghagara Waterfall,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.3,0
114,Kshirachora Gopinatha Temple,Religious & Spiritual Pilgrimages,4.2,0
114,Balaramgadi beach,"Natural Landscapes & Wildlife,Adventure & Outdoor Activities, Sightseeing & Exploration",4.4,0
114,Kuldiha Wildlife sanctuary,Natural Landscapes & Wildlife,4.9,40
114,Chandipur Beach,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.2,0
115,Marina Beach,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",3.9,0
115,Mahabalipuram,Cultural & Heritage Sites,4.8,0
115,Water activities at Muttukadu,Adventure & Outdoor Activities,4.6,130
115,Queensland amusement park,"Adventure & Outdoor Activities, Sightseeing & Exploration",5.0,550
115,Pondy bazaar,Shopping & Markets,4.0,0
115,Birla Planetarium,"Arts, Science & Literature Attractions",4.8,45
115,National Art gallery,"Arts, Science & Literature Attractions",4.2,15
115,Ubbalamadugu falls,Natural Landscapes & Wildlife,4.4,0
115,Pulicat lake,Natural Landscapes & Wildlife,4.7,0
115,Barracuda bay(fishing),"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",4.9,0
115,Scuba diving at Covelong beach,Adventure & Outdoor Activities,4.6,6000
115,Adventure sports at Covelong beach,Adventure & Outdoor Activities,4.9,2000
115,Arignar Anna Zoological park,Natural Landscapes & Wildlife,4.3,50
115,Dakshinachitra museum,Cultural & Heritage Sites,3.9,110
115,MGR Film city,"Arts, Science & Literature Attractions",4.7,600
116,Thiruparankundram temple,Religious & Spiritual Pilgrimages,4.1,27
116,Meghamalai,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.1,0
116,Alagar Kovil temple,Religious & Spiritual Pilgrimages,3.8,10
116,Vaigai dam,Sightseeing & Exploration,4.1,0
116,Gandhi memorial museum,Cultural & Heritage Sites,3.9,0
116,Banana market,"Culinary & Food Experiences, Shopping & Markets",4.0,50
116,Jain caves,"Cultural & Heritage Sites, Sightseeing & Exploration",4.8,0
116,Thirumalai Nayak palace,Cultural & Heritage Sites,4.9,200
116,St. Mary's cathedral,Religious & Spiritual Pilgrimages,4.9,10
116,Shopping at Puthu Mandapam,Shopping & Markets,4.0,0
116,Meenakshi Amman Temple,Religious & Spiritual Pilgrimages,3.9,0
117,Sea world aquarium,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,0
117,Rameswaram lighthouse,Sightseeing & Exploration,4.1,0
117,Kalam national memorial,Cultural & Heritage Sites,4.7,10
117,Water bird Sanctuary,Natural Landscapes & Wildlife,4.2,0
117,Adam's bridge,Cultural & Heritage Sites,2.0,0
117,Ariyaman beach,Adventure & Outdoor Activities,4.5,0
117,Agni teertham sacred bath,Religious & Spiritual Pilgrimages,4.8,0
117,Kothandaramaswamy Temple,Religious & Spiritual Pilgrimages,4.0,0
117,Ramanathaswamy Temple,Religious & Spiritual Pilgrimages,3.9,0
118,Vivekananda Rock Memorial,Cultural & Heritage Sites,4.6,0
118,Thiruvalluvar Statue,Cultural & Heritage Sites,4.6,20
118,Padmanabhapuram palace,Cultural & Heritage Sites,4.1,10
118,Triveni Sangam,Cultural & Heritage Sites,4.7,0
118,Sannathi Street shopping,Shopping & Markets,3.9,0
118,Courtallam falls,Natural Landscapes & Wildlife,4.8,0
118,Vattakottai fort,Cultural & Heritage Sites,4.6,40
118,St.Xavier Church,Religious & Spiritual Pilgrimages,4.2,0
118,Kumari Amman temple,Religious & Spiritual Pilgrimages,4.6,0
118,Ooty Lake,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,0
119,Marudamalai Temple,Religious & Spiritual Pilgrimages,4.7,0
119,Trek to Dhoni hills,Adventure & Outdoor Activities,4.5,0
119,Trek to Perumal peak,Adventure & Outdoor Activities,4.7,0
119,Trek to Thalaiyar falls,Adventure & Outdoor Activities,4.3,0
119,Black Thunder amusement park,Adventure & Outdoor Activities,4.6,0
119,Brookefields mall,Shopping & Markets,4.4,65
119,Adiyogi Shiva Statue,Religious & Spiritual Pilgrimages,4.7,0
119,Racing events at Chettipalayam,Adventure & Outdoor Activities,4.4,10
119,GeDee Car museum tour,"Arts, Science & Literature Attractions, Cultural & Heritage Sites",4.5,0
119,Textile museum tour,"Arts, Science & Literature Attractions",4.7,0
119,Anamalai Wildlife Sanctuary,Natural Landscapes & Wildlife,4.7,0
119,Valankulam lake,Sightseeing & Exploration,4.5,0
119,Velliangiri hills,Adventure & Outdoor Activities,4.6,40
119,TNAU Botanical gardens,Sightseeing & Exploration,4.5,60
119,Nilgiri Biosphere Nature Park,Natural Landscapes & Wildlife,4.6,0
119,Maryoor hilly getaway,Sightseeing & Exploration,4.1,20
120,Kodaikanal Lake,Sightseeing & Exploration,3.8,20
120,Night Safari,Adventure & Outdoor Activities,4.3,10
120,Stroll at Coaker's Walk,Sightseeing & Exploration,4.3,20
120,Dolphin's Nose,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.6,20
120,Caps valley viewpoint,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,50
120,Bear Shola falls,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.6,10
120,Bryant park,Sightseeing & Exploration,4.8,50
120,Berijam lake,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,0
120,Guna caves,Adventure & Outdoor Activities,4.5,0
120,La Saleth Church,Religious & Spiritual Pilgrimages,4.6,0
120,Hike to Pillars of Nature,Adventure & Outdoor Activities,4.5,650
121,Brihadeeswarar Temple,Religious & Spiritual Pilgrimages,4.1,0
121,Gangaikonda Cholapuram,Cultural & Heritage Sites,4.7,0
121,Shiva Ganga Garden,Sightseeing & Exploration,4.7,0
121,Vijaynagar fort,Cultural & Heritage Sites,4.6,500
121,Thanjavur Royal Palace and Art Gallery,Cultural & Heritage Sites,4.5,0
122,Shore Temple,Religious & Spiritual Pilgrimages,4.4,500
122,Pancha Ratha,Cultural & Heritage Sites,4.7,0
122,Krishna's Chunk,Sightseeing & Exploration,4.5,10
122,Arjuna's Penance,Sightseeing & Exploration,4.5,0
122,India Seashell Museum,Cultural & Heritage Sites,4.5,20
122,Crocodile farm,Sightseeing & Exploration,4.6,0
122,Cavern Temples,Religious & Spiritual Pilgrimages,4.7,0
123,Yercaud Lake,Sightseeing & Exploration,4.5,0
123,Grange Treetop Adventure,Adventure & Outdoor Activities,4.1,0
123,The Oak trails,Adventure & Outdoor Activities,4.5,200
124,Kanaka Durga Temple,Religious & Spiritual Pilgrimages,4.7,30
124,Undavalli caves,Sightseeing & Exploration,4.8,0
124,Bhavani island,Adventure & Outdoor Activities,4.5,0
124,Kondapalli Fort,Sightseeing & Exploration,4.4,250
124,Shopping at Besant road,Shopping & Markets,4.5,0
124,Bapu museum,"Arts, Science & Literature Attractions",4.6,0
124,Mogalarajapuram caves,Sightseeing & Exploration,4.7,0
124,Shopping at Kalanikethan,Shopping & Markets,4.6,0
125,Lepakshi Handicrafts Emporium,Shopping & Markets,4.7,0
125,Old Book market by Purna Market,Shopping & Markets,4.3,30
125,CMR Shopping Mall,Shopping & Markets,4.7,0
