location_id,place_name,category,google_rating,entry_fee
125,Rishikonda Beach,"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",4.4,10
125,Kailasagiri,"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",4.4,1100
125,Submarine Museum,Sightseeing & Exploration,4.6,0
125,Borra Caves,"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",4.7,0
125,War Memorial,Adventure & Outdoor Activities,4.8,0
125,Indira Gandhi Zoological Park,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.6,0
125,Matsyadarshini Aquarium,Sightseeing & Exploration,4.5,0
125,Visakha Museum,"Arts, Science & Literature Attractions, Sightseeing & Exploration",4.7,0
126,Mallikarjuna Swamy Temple,Religious & Spiritual Pilgrimages,4.5,10
126,Srisailam Wildlife sanctuary,Natural Landscapes & Wildlife,4.4,0
126,Chenchu Lakshmi Tribal Museum,Cultural & Heritage Sites,4.7,0
126,Mallela Theertham,Natural Landscapes & Wildlife,4.4,50
127,Belum Caves,Natural Landscapes & Wildlife,4.6,0
127,Rollapadu wildlife sanctuary,Natural Landscapes & Wildlife,4.3,0
127,Oravakallu rock garden,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,0
127,Mahanandi village,Sightseeing & Exploration,4.6,20
127,Kurnool fort,Cultural & Heritage Sites,4.7,10
127,Ahobilam temple,Religious & Spiritual Pilgrimages,4.8,0
128,Nathula Pass,"Sightseeing & Exploration, Natural Landscapes & Wildlife",3.0,0
128,Cable Ride at Gangtok,Adventure & Outdoor Activities,4.0,40
128,"Yak safari , Dzongri",Adventure & Outdoor Activities,4.0,200
128,Mountain biking treks,Adventure & Outdoor Activities,4.2,700
128,River rafting,Adventure & Outdoor Activities,4.8,550
128,Paragliding in Baliman Dara,Adventure & Outdoor Activities,4.5,1000
128,Explore M.G.Marg city centre,Sightseeing & Exploration,4.8,0
128,Sunrise at Tashi view point,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.4,0
128,Shopping at Lal Bazaar,Shopping & Markets,4.6,0
128,Tsuk La Khang Monastery,Religious & Spiritual Pilgrimages,4.7,0
128,Hanuman Tok,Religious & Spiritual Pilgrimages,4.3,0
128,Seven Sisters waterfall,Natural Landscapes & Wildlife,4.4,0
128,Rumtek monastery,Religious & Spiritual Pilgrimages,4.2,30
128,Tsongmo lake,Natural Landscapes & Wildlife,4.2,0
128,Shingba Rhododendron sanctuary,Natural Landscapes & Wildlife,3.8,0
128,Khangchendzonga biosphere reserve,Natural Landscapes & Wildlife,3.2,0
128,Skiing by Mt Katao,Adventure & Outdoor Activities,4.0,1000
128,Banjkhari falls,Natural Landscapes & Wildlife,4.0,0
128,Himalayan Zoological park,Natural Landscapes & Wildlife,4.0,70
129,Pemayangtse Monastery,Cultural & Heritage Sites,4.8,0
129,Kanchenjunga waterfalls and national park,Natural Landscapes & Wildlife,4.8,0
129,Rabdentse Ruins,Cultural & Heritage Sites,5.0,0
129,Rinchenpong bazaar,Shopping & Markets,4.3,0
129,Rural Artisan Marketing Centre,Shopping & Markets,4.3,0
129,Sewaro Rock garden,Natural Landscapes & Wildlife,5.0,20
129,Singshore suspension bridge,"Adventure & Outdoor Activities,Sightseeing & Exploration",4.7,0
129,Pelling Skywalk,"Adventure & Outdoor Activities,Sightseeing & Exploration",4.4,20
129,Kalimpong,Sightseeing & Exploration,4.5,0
130,Char Dham,Religious & Spiritual Pilgrimages,4.8,0
130,Tendong Hill & Biodiversity park,Natural Landscapes & Wildlife,5.0,0
130,Doling Gompa,Religious & Spiritual Pilgrimages,4.5,0
130,Ngadak monastery,Religious & Spiritual Pilgrimages,4.7,0
130,Maenam Wildlife sanctuary,Natural Landscapes & Wildlife,4.7,400
130,Samdruptse Hill,Religious & Spiritual Pilgrimages,3.9,0
131,Buddha Park,"Arts, Science & Literature Attractions",3.8,0
131,Ralang monastery,Religious & Spiritual Pilgrimages,3.7,0
131,Doling Gompa,Religious & Spiritual Pilgrimages,34.0,0
131,Kheunpheling Carpet centre,Shopping & Markets,4.3,500
131,Rayong sunrise point,Sightseeing & Exploration,4.1,0
131,Borong Hot springs,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.0,20
131,Temi tea garden,Sightseeing & Exploration,4.0,60
131,Maenam hill,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities, Sightseeing & Exploration",4.0,0
132,Kamakhya Temple,Religious & Spiritual Pilgrimages,4.9,0
132,Kalakshetra theatre and artifact museum,"Arts, Science & Literature Attractions",4.8,75
132,Assam state museum,Cultural & Heritage Sites,4.7,20
132,Guwahati planetarium,"Arts, Science & Literature Attractions",4.8,100
132,Sunset cruise by river Brahmaputra,Sightseeing & Exploration,3.8,0
132,Pobitora wildlife sanctuary,Natural Landscapes & Wildlife,4.0,0
132,Bird watching by Deepor Beel lake,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.0,0
132,Assam State Zoo,Natural Landscapes & Wildlife,4.0,0
132,Kamakhya Temple,Religious & Spiritual Pilgrimages,4.7,0
132,Fancy Bazaar,Shopping & Markets,4.7,0
132,Manas National Park,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,0
132,Umananda Island,Natural Landscapes & Wildlife,4.5,0
133,Majuli river island,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.6,0
133,Orchid national park,Natural Landscapes & Wildlife,4.7,0
133,Kaziranga National Park,Natural Landscapes & Wildlife,4.3,900
134,Jaswant Garh war memorial,Cultural & Heritage Sites,3.8,0
134,Madhuri lake,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.3,0
134,Shonga Tser Lake,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.5,0
134,Nuranang waterfalls,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities, Sightseeing & Exploration",4.8,0
134,Tibetan Settlement market,"Cultural & Heritage Sites, Shopping & Markets",4.0,0
134,Sela pass,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.0,0
134,Gorichen Peak hike,Adventure & Outdoor Activities,3.9,0
134,Taktsang Gompa monastery,Religious & Spiritual Pilgrimages,3.8,0
134,Tawang Monastery,"Cultural & Heritage Sites, Religious & Spiritual Pilgrimages",4.54,0
135,Raima valley,Natural Landscapes & Wildlife,4.9,0
135,Buddha temple,Religious & Spiritual Pilgrimages,4.8,0
135,Neermahal,Cultural & Heritage Sites,3.8,0
135,Gondacherra wildlife sanctuary,Natural Landscapes & Wildlife,4.9,500
135,Ummaneshwar temple,Religious & Spiritual Pilgrimages,4.7,0
135,Chittagong hills,Natural Landscapes & Wildlife,4.3,0
135,Sepahijala wildlife sanctuary,Natural Landscapes & Wildlife,4.9,300
135,Ujjayanta Palace,Cultural & Heritage Sites,4.7,40
136,Mt Japfu,Natural Landscapes & Wildlife,4.9,0
136,Naga keeda bazaar,Shopping & Markets,3.9,0
136,Touphema village,Cultural & Heritage Sites,4.0,0
136,Camping by Kohima mountains,Adventure & Outdoor Activities,4.0,0
136,Ntangki national park,Natural Landscapes & Wildlife,4.8,0
137,Dawki lake,Sightseeing & Exploration,4.6,750
137,Thangkharang park,Sightseeing & Exploration,4.9,0
137,Mawkdok Dympep valley,Sightseeing & Exploration,4.7,0
137,Mawsmai cave-Longest cave systems in India,Sightseeing & Exploration,4.0,0
137,Mawlynnong village,"Cultural & Heritage Sites, Sightseeing & Exploration",4.8,0
137,Mawsmai Eco park and falls,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.3,0
137,Mawmluh caves,Sightseeing & Exploration,4.0,0
137,Nohkalikai watterfalls,Sightseeing & Exploration,4.6,0
137,Living Root Bridge,Natural Landscapes & Wildlife,4.9,0
138,Chitrakote Falls,Natural Landscapes & Wildlife,4.9,0
138,Tirathgarh waterfalls,Natural Landscapes & Wildlife,4.0,0
138,Kanger Ghati national park,Natural Landscapes & Wildlife,4.0,250
138,Kotumsar caves,Natural Landscapes & Wildlife,3.0,0
138,Anthropological museum,"Arts, Science & Literature Attractions",3.8,0
139,Ambuja City Center mall,Shopping & Markets,4.5,0
139,Magneto mall,Shopping & Markets,4.5,0
139,Ghatarani waterfalls,Natural Landscapes & Wildlife,4.9,0
139,Jatmai Temple,Religious & Spiritual Pilgrimages,4.7,0
140,Baba Baidyanath Temple,Religious & Spiritual Pilgrimages,4.4,0
140,Naulakha temple,Religious & Spiritual Pilgrimages,4.8,0
140,Trikut hill,Religious & Spiritual Pilgrimages,4.6,0
141,Pahari Mandir,Religious & Spiritual Pilgrimages,4.5,0
141,Biodiversity park,Natural Landscapes & Wildlife,4.9,70
141,Rock garden,Natural Landscapes & Wildlife,4.8,50
141,Patratu valley,Natural Landscapes & Wildlife,4.4,0
141,State museum Hotwar,Cultural & Heritage Sites,4.9,0
141,Dassam falls,Natural Landscapes & Wildlife,4.9,0
141,Jonha falls,Natural Landscapes & Wildlife,4.8,0
141,Ranchi science centre,"Arts, Science & Literature Attractions",3.9,100
142,Mahabodhi Temple,Religious & Spiritual Pilgrimages,3.9,0
142,Thai monastery,Religious & Spiritual Pilgrimages,3.9,0
142,Great Buddha statue,Sightseeing & Exploration,3.9,0
142,Bodhi tree,Religious & Spiritual Pilgrimages,4.0,0
142,Indosan Nippon Japanese temple,Religious & Spiritual Pilgrimages,4.0,0
142,Dungeshwari cave temple,Religious & Spiritual Pilgrimages,4.8,0
142,Bodh gaya archaelogical museum,Cultural & Heritage Sites,4.5,40
142,Muchalinda lake,Natural Landscapes & Wildlife,4.7,0
143,Patna museum,Cultural & Heritage Sites,4.5,10
143,Buddha memorial park,Religious & Spiritual Pilgrimages,4.9,0
143,Srikrishna science centre,"Arts, Science & Literature Attractions",4.8,0
143,Sanjay Gandhi Biological Park,Natural Landscapes & Wildlife,3.94,30
143,Takhat Shri Harimandir Ji Patna Sahib,Religious & Spiritual Pilgrimages,4.0,0
143,Budhha Smriti Park,Sightseeing & Exploration,4.0,0
144,Kingdom of Dreams,Adventure & Outdoor Activities,3.8,500
144,Ambience Mall,Shopping & Markets,3.9,0
144,Shopping at HUDA marjet Sector 14,Shopping & Markets,4.2,0
144,Shopping at Sadar bazaar Sector 12A,Shopping & Markets,4.6,0
144,Wet N Wild water park,Adventure & Outdoor Activities,4.2,600
144,Go-karting at Link road,Adventure & Outdoor Activities,4.9,0
144,Ice skating at Ambience mall,Adventure & Outdoor Activities,4.4,1000
144,Camp tikkling,Adventure & Outdoor Activities,4.8,5000
144,Aravalli biodiversity park,Natural Landscapes & Wildlife,4.7,0
144,Sultanpur Bird sanctuary,Natural Landscapes & Wildlife,4.7,400
144,Museum of folk and tribal art,"Arts, Science & Literature Attractions",4.7,20
144,Indian Transport history,"Arts, Science & Literature Attractions",4.0,50
144,Vintage camera museum,"Arts, Science & Literature Attractions",4.0,0
144,DLF CyberHub for shopping,Shopping & Markets,4.0,0
145,Kedarnath,Religious & Spiritual Pilgrimages,4.5,0
145,Adi Shankaracharya Samadhi,Religious & Spiritual Pilgrimages,4.8,0
145,Bhairavnath temple,Religious & Spiritual Pilgrimages,4.6,0
145,Trekking to Vasuki Tal,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.7,0
145,Sonprayag,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.8,0
145,Chorabari lake,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.9,0
146,Promenade Beach,Natural Landscapes & Wildlife,3.8,0
146,Auroville,Cultural & Heritage Sites,4.1,0
146,Casablanca mall,Shopping & Markets,4.2,0
146,Saram China market,Shopping & Markets,4.2,0
146,Pondicherry botanical garden,Natural Landscapes & Wildlife,4.2,0
146,Pondicherry museum,"Arts, Science & Literature Attractions",4.4,10
146,Manakula Vinayagar temple,Religious & Spiritual Pilgrimages,4.6,0
146,Chunnambar boat house,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.5,0
146,Heritage walk by White town,Cultural & Heritage Sites,4.8,0
146,Sightseeing at Green Quarter,Sightseeing & Exploration,4.7,0
146,Temple Adventures centre-Scuba diving,Adventure & Outdoor Activities,3.9,0
146,Paradise beach and island,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.4,0
147,Kala Pani Cellular Jail,Cultural & Heritage Sites,4.5,50
147,Ross island,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.0,0
147,Underwater Sea walk,Adventure & Outdoor Activities,4.0,1000
147,Jolly Buoy island,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.0,0
147,Mahatma Gandhi National Park,Natural Landscapes & Wildlife,4.7,0
147,Mount Harriet National park,Natural Landscapes & Wildlife,4.8,400
